MODELGROUP:12
-2819.680175, -2525.988769, 0.458600, 189.630203
-2741.356445, -2707.728271, 0.138899, 208.195404
-2548.164550, -2873.221923, 0.366899, 268.328887
-2476.872314, -2872.867187, 0.402700, 271.583709
-2251.120605, -2847.800292, -0.351200, 165.847396
-1190.516113, -2686.810791, -0.269899, 13.161700
-1249.508789, -2431.419433, -0.199399, 349.653503
-1183.503051, -2138.870605, -0.241999, 8.558699
-1429.523193, -2080.620605, -0.312700, 148.761596
-1544.049926, -2232.350585, -0.515100, 167.952194
-1639.320800, -1706.316528, -0.304199, 73.087997
-2038.771972, -1314.945190, 1.716599, 80.695396
-2417.899169, -944.814086, -0.159700, 61.313899


MODELGROUP:4
1561.233398, 18.336700, 23.937700, 182.331298
1557.604492, 17.390699, 24.105800, 187.742492


MODELGROUP:0
-2416.975097, -588.819274, 132.220596, 35.620399
-2397.393310, -611.046508, 132.238403, 35.620300
-2414.289062, -587.163024, 132.591094, 34.681598
-2395.122314, -609.102783, 132.702194, 34.681598
-2411.852294, -585.364013, 132.190704, 34.394500
-2392.474609, -607.397094, 132.538406, 34.394500
-2409.205810, -583.503173, 132.504196, 34.866001
-2399.853271, -612.876403, 132.504394, 34.866001
-2403.514648, -585.246826, 132.421493, 124.105201
-2391.963134, -602.305480, 132.437393, 124.105201


MODELGROUP:2
-1576.386474, -2729.259765, 48.447498, 142.764999
-1560.592895, -2740.546630, 48.187698, 145.050506
-1558.388427, -2742.285888, 48.556400, 144.488906
-1569.470336, -2733.815917, 48.409698, 324.745391
-1564.854125, -2736.895751, 48.227600, 324.935089


MODELGROUP:4
-548.370971, -192.518997, 78.179801, 270.166198
-547.376220, -189.469696, 78.348899, 270.263397
-547.891113, -186.403198, 78.310997, 268.614288
-771.929016, -1724.770996, 96.055900, 345.144805
-766.818725, -1727.133666, 96.353500, 346.708709

-2328.066162, -1604.714355, 484.783111, 242.685302, 515
-2334.694091, -1586.493286, 483.552307, 242.685302, 435, t

-2324.424072, -1598.333984, 484.779693, 242.685302, 403
-2337.384765, -1591.702514, 483.570892, 242.685302, 450, t

-2321.480957, -1592.184204, 484.754486, 242.685302, 403
-2340.181640, -1597.118041, 483.590209, 242.685302, 591, t


MODELGROUP:2
-2507.294921, -2661.374511, 41.614101, 47.436298
-2226.743408, -2328.250244, 30.726699, 320.723510
-2222.250976, -2313.625488, 30.704299, 139.218795
-2237.171630, -2319.521728, 30.161199, 320.883514
-2202.503417, -2315.873779, 30.713300, 319.214599
-2183.778076, -2251.150390, 30.773899, 50.758201
-2195.242187, -2265.309326, 30.520999, 141.924499
-2119.621582, -2309.658691, 30.290599, 236.401397
-2090.264648, -2343.266357, 30.293100, 133.588195
-2139.338134, -2394.760498, 30.534599, 321.447814
-2000.111206, -2415.512207, 31.590999, 229.218704
-1969.748779, -2437.875000, 31.288400, 278.437500
-2047.142089, -2548.545410, 30.617500, 143.957702
-2090.536132, -2547.209716, 30.341400, 319.186309
-2147.282714, -2540.938964, 30.612300, 321.317108
-2198.527343, -2501.149658, 30.442899, 142.385696
-2238.497558, -2476.863769, 31.550399, 135.341293
-2201.897949, -2431.708251, 30.506500, 143.241897
-2208.872558, -2301.851074, 30.368499, 141.418395
-2408.193847, -2180.655029, 32.957401, 359.259094
-2408.500000, -2185.999755, 32.946998, 320.625091
-2404.619384, -2184.000732, 32.958000, 180.576705
-2410.800292, -2193.153808, 32.957500, 98.738998
-2383.441162, -2195.600830, 32.955101, 269.591400
-2232.470458, -2168.486328, 40.086101, 269.754486
-2211.908447, -2152.148193, 44.566501, 39.171398
-2341.547851, -1617.204223, 483.209686, 282.597106
-2343.261718, -1613.876586, 483.621612, 105.473297
-1903.343505, -1648.137329, 21.494800, 0.205300
-1884.323974, -1746.272583, 21.564100, 116.192497
-1425.638793, -1964.672485, 16.710500, 350.875793
-1422.055664, -1774.008544, 46.286098, 324.674285
-1642.433593, -2250.662597, 31.203199, 90.739097
-1623.878784, -1935.323120, 98.184196, 9.960800
-1423.597778, -1480.916259, 101.153297, 181.233093
-1460.750000, -1566.624389, 101.417198, 1.406299, 5
-1921.133178, -1376.570190, 40.820400, 60.955799
-2675.916015, -2647.418457, 8.687000, 28.679399
-2504.560791, -2310.442138, 14.824199, 97.261901
-2522.906982, -2151.960693, 30.316200, 29.573200
-2675.916015, -2647.418457, 8.687000, 28.679399
-2249.439941, -1714.577026, 480.339996, 224.196304
-2390.320556, -1866.157348, 405.109710, 113.922401
-2096.273193, -1879.922729, 110.108001, 326.614410
-2515.526367, -1995.728393, 166.303497, 28.014900
-2669.308593, -1735.232666, 252.359497, 12.274299
-2590.593017, -1618.142578, 343.467712, 186.354400
-2106.773925, -1752.214721, 195.365203, 327.576293
