-1607.743764, 286.383263, 7.758774, 179.1937, 425

MODELGROUP:3
-2021.172851, 906.552001, 46.764801, 269.841613
-2011.844726, 879.929016, 45.383098, 179.209106
-1948.439819, 793.523986, 55.738700, 272.509185
-2284.303222, 727.504211, 49.452800, 269.731811
-1659.133789, 757.238525, 18.064500, 183.012405
-1628.647949, 651.325073, 7.200900, 359.972198
-1535.390869, 760.049194, 7.121699, 355.769195
-1906.595092, 825.450622, 35.101699, 181.276504
-2021.215576, 558.896179, 35.102298, 272.028106
-2011.220947, 459.332092, 35.106300, 178.140304
-1987.645996, 276.227691, 35.192298, 89.656700
-1988.767211, 269.515014, 35.115001, 86.132400
-1989.624389, 263.327606, 35.089401, 80.779098
-1991.717529, 249.138107, 34.936798, 78.533302
-1992.689819, 240.686904, 34.846298, 85.338996
-1992.448974, 244.784698, 34.714900, 82.578697
-1996.366088, 391.111389, 34.865100, 2.475100
-2044.242919, 499.707397, 34.856098, 89.980400
-2151.410400, 446.750488, 34.864498, 179.732696
-2066.505859, 386.608093, 34.944900, 270.826995
-1968.254150, 738.543579, 45.143001, 88.361602
-2030.042724, 725.558715, 49.737701, 268.022003
-1929.586547, 598.287780, 34.992900, 267.334197
-1932.411987, 585.018920, 35.030700, 1.443400
-2011.810668, 486.460388, 34.992801, 179.758300
-1996.634887, 492.825408, 34.991500, 177.202194
-1992.315429, 91.116699, 27.586799, 46.206100
-2093.330322, -83.813903, 35.074001, 1.203699
-2068.617675, -82.960800, 35.024200, 0.000099
-2127.357666, 918.151306, 79.846702, 268.490203
-1223.257690, -11.305199, 15.131500, 44.967300, 487

-1217.207763, 184.996200, 15.131500, 44.967300, 425

-1237.355712, 164.870803, 15.131500, 44.967300, 417

-1254.274414, 147.971496, 15.131500, 44.967300, 548

-1546.873413, -248.834106, 15.131500, 44.967300, 548

-1505.198486, -241.820098, 15.131500, 10.407299, 417

-1654.219360, -161.605392, 15.069700, 315.292114, 592

-1352.662597, -474.984191, 16.325199, 173.359497, 520

-1382.544799, -490.507690, 16.255199, 236.179397, 520

-1363.285766, -489.397705, 15.324799, 205.002395, 520

-1443.149291, -524.051513, 14.742099, 203.838897, 476

-1430.073364, -508.808593, 14.633099, 167.501007, 593

-1461.527221, -523.564819, 14.578599, 223.145202, 487



MODELGROUP:0
-1255.202148, 954.815917, 138.839401, 315.918090
-1279.361694, 977.133300, 138.747406, 135.839706
-1493.272949, 466.875396, 7.179200, 359.640594, 470

-1456.727539, 456.480285, 7.182700, 1.861199, 470

-1433.340087, 455.841705, 7.175399, 359.285003, 470

-1424.840209, 457.608795, 7.620900, 359.616394, 433

-1402.003906, 460.928314, 7.620900, 0.136500, 433

-1387.754028, 457.116088, 7.178599, 356.760711, 470

-1269.981811, 501.540008, 18.827199, 88.887802, 548

-1415.524047, 517.883422, 19.897600, 270.052398, 548

-1679.703491, 706.000793, 30.778099, 89.872398, 497

-1576.036010, 673.703430, 6.756299, 174.596694, 523

-1575.923095, 650.458374, 6.758200, 0.907599, 523

-1593.623291, 651.721313, 6.956600, 1.389899, 597

-1622.519775, 651.748413, 6.955500, 359.812591, 597

-1634.365234, 653.229980, 7.319499, 359.837890, 427

-1573.972045, 726.400329, -5.472199, 91.196800, 597

-1612.223266, 674.151611, 6.754499, 184.084701, 523

-1600.141113, 678.048889, -5.110300, 1.134500, 427

-1596.583618, 749.344787, -5.472499, 178.593200, 597

-2643.228515, 630.039184, 14.603400, 87.383697, 416

-2683.883300, 628.205871, 14.603500, 272.525512, 416

-2668.536376, 610.701904, 14.604299, 179.803497, 416

-2639.380859, 609.797119, 14.602000, 180.454696, 416

